Accession,Release_Date,Species,Genus,Family,Length,Authors,Publications,Protein,Geo_Location,Host,Isolation_Source
QIE07460,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,orf1ab polyprotein,China,Homo sapiens,lung
QIE07461,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,surface glycoprotein,China,Homo sapiens,lung
QIE07464,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,membrane glycoprotein,China,Homo sapiens,lung
QIE07467,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,ORF8 protein,China,Homo sapiens,lung
QIE07468,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,"Shi,Y., Zheng,K., Sun,J., Huang,J., Zhu,A., Zhuang,Z., Dai,J., Chen,Z., Sun,F., Zhang,Z., Li,X., Wang,Y.",,nucleocapsid phosphoprotein,China,Homo sapiens,lung
BCA87360,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,orf1ab polyprotein,,Homo sapiens,oronasopharynx
BCA87361,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,surface glycoprotein,,Homo sapiens,oronasopharynx
BCA87370,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,orf1ab polyprotein,,Homo sapiens,oronasopharynx
BCA87371,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,surface glycoprotein,,Homo sapiens,oronasopharynx
BCA87364,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,membrane glycoprotein,,Homo sapiens,oronasopharynx
BCA87373,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,envelope protein,,Homo sapiens,oronasopharynx
BCA87374,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,membrane glycoprotein,,Homo sapiens,oronasopharynx
BCA87375,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF6 protein,,Homo sapiens,oronasopharynx
BCA87368,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,nucleocapsid phosphoprotein,,Homo sapiens,oronasopharynx
BCA87369,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF10 protein,,Homo sapiens,oronasopharynx
BCA87378,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,nucleocapsid phosphoprotein,,Homo sapiens,oronasopharynx
QIE07450,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,orf1ab polyprotein,China,Homo sapiens,oronasopharynx
QIE07453,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,envelope protein,China,Homo sapiens,oronasopharynx
QIE07455,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,ORF6 protein,China,Homo sapiens,oronasopharynx
QIE07457,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,ORF8 protein,China,Homo sapiens,oronasopharynx
QIE07459,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,ORF10 protein,China,Homo sapiens,oronasopharynx
BCA87362,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF3a protein,,Homo sapiens,oronasopharynx
BCA87363,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,envelope protein,,Homo sapiens,oronasopharynx
BCA87372,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF3a protein,,Homo sapiens,oronasopharynx
BCA87365,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF6 protein,,Homo sapiens,oronasopharynx
BCA87366,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF7a protein,,Homo sapiens,oronasopharynx
BCA87367,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF8 protein,,Homo sapiens,oronasopharynx
BCA87376,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF7a protein,,Homo sapiens,oronasopharynx
BCA87377,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF8 protein,,Homo sapiens,oronasopharynx
BCA87379,2020-02-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,"Hishiki,T., Suzuki,R., Sakuragi,J., Usui,K., Tanaka,Y., Kawai,J., Kogo,Y., Matsuki,Y., An,T., Hayashizaki,Y., Takasaki,T.",,ORF10 protein,,Homo sapiens,oronasopharynx
QIE07451,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,surface glycoprotein,China,Homo sapiens,oronasopharynx
QIE07452,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,ORF3a protein,China,Homo sapiens,oronasopharynx
QIE07454,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,membrane glycoprotein,China,Homo sapiens,oronasopharynx
QIE07456,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,ORF7a protein,China,Homo sapiens,oronasopharynx
QIE07458,2020-02-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,"Shi,Y., Sun,J., Zheng,K., Huang,J., Zhao,J.",,nucleocapsid phosphoprotein,China,Homo sapiens,oronasopharynx
